time_index,values,outlier,series_id
2017-01-01,39.012398,0,1
2017-01-02,43.41842,0,1
2017-01-03,42.193043,0,1
2017-01-04,41.43694,0,1
2017-01-05,39.77132,0,1
2017-01-06,41.054745,0,1
2017-01-07,36.679955,0,1
2017-01-08,36.40997,0,1
2017-01-09,41.14967,0,1
2017-01-10,41.517418,0,1
2017-01-11,40.256485,0,1
2017-01-12,39.81388,0,1
2017-01-13,41.57205,0,1
2017-01-14,37.63324,0,1
2017-01-15,38.84415,0,1
2017-01-16,44.73733,0,1
2017-01-17,45.110752,0,1
2017-01-18,45.588963,0,1
2017-01-19,46.061382,0,1
2017-01-20,44.19431,0,1
2017-01-21,38.17038,0,1
2017-01-22,38.389866,0,1
2017-01-23,43.504047,0,1
2017-01-24,44.801933,0,1
2017-01-25,45.437073,0,1
2017-01-26,45.37582,0,1
2017-01-27,42.128777,0,1
2017-01-28,35.911873,0,1
2017-01-29,34.320396,0,1
2017-01-30,38.946335,0,1
2017-01-31,38.8377,0,1
2017-02-01,39.219254,0,1
2017-02-02,42.34009,0,1
2017-02-03,44.130646,0,1
2017-02-04,41.17951,0,1
2017-02-05,42.131435,0,1
2017-02-06,48.13853,0,1
2017-02-07,46.753937,0,1
2017-02-08,45.654766,0,1
2017-02-09,45.328487,0,1
2017-02-10,46.471916,0,1
2017-02-11,43.69007,0,1
2017-02-12,45.55068,0,1
2017-02-13,49.929245,0,1
2017-02-14,47.86915,0,1
2017-02-15,45.593483,0,1
2017-02-16,44.02186,0,1
2017-02-17,47.526936,0,1
2017-02-18,44.456856,0,1
2017-02-19,45.362057,0,1
2017-02-20,51.21898,0,1
2017-02-21,50.091713,0,1
2017-02-22,50.039597,0,1
2017-02-23,49.37765,0,1
2017-02-24,49.184307,0,1
2017-02-25,45.0639,0,1
2017-02-26,42.60204,0,1
2017-02-27,45.90024,0,1
2017-02-28,46.27329,0,1
2017-03-01,46.488228,0,1
2017-03-02,46.061028,0,1
2017-03-03,45.78863,0,1
2017-03-04,41.899548,0,1
2017-03-05,41.627834,0,1
2017-03-06,44.60686,0,1
2017-03-07,43.72347,0,1
2017-03-08,41.81324,0,1
2017-03-09,43.29941,0,1
2017-03-10,42.97264,0,1
2017-03-11,38.649696,0,1
2017-03-12,37.032536,0,1
2017-03-13,41.682114,0,1
2017-03-14,43.1942,0,1
2017-03-15,43.06028,0,1
2017-03-16,41.945366,0,1
2017-03-17,39.209606,0,1
2017-03-18,34.24497,0,1
2017-03-19,35.34867,0,1
2017-03-20,41.993362,0,1
2017-03-21,42.685062,0,1
2017-03-22,44.214058,0,1
2017-03-23,43.17626,0,1
2017-03-24,42.87487,0,1
2017-03-25,37.571957,0,1
2017-03-26,37.849575,0,1
2017-03-27,43.084743,0,1
2017-03-28,40.83947,0,1
2017-03-29,40.143517,0,1
2017-03-30,38.911877,0,1
2017-03-31,38.437675,0,1
2017-04-01,33.739044,0,1
2017-04-02,32.052677,0,1
2017-04-03,34.84461,0,1
2017-04-04,35.683395,0,1
2017-04-05,35.086494,0,1
2017-04-06,36.234264,0,1
2017-04-07,37.284267,0,1
2017-04-08,33.719513,0,1
2017-04-09,33.744358,0,1
2017-04-10,34.88246,0,1
2017-04-11,35.315662,0,1
2017-04-12,36.873383,0,1
2017-04-13,37.75147,0,1
2017-04-14,38.79341,0,1
2017-04-15,35.428173,0,1
2017-04-16,34.98258,0,1
2017-04-17,39.46236,0,1
2017-04-18,39.113976,0,1
2017-04-19,38.99697,0,1
2017-04-20,38.346916,0,1
2017-04-21,38.893856,0,1
2017-04-22,35.821068,0,1
2017-04-23,33.488693,0,1
2017-04-24,36.673294,0,1
2017-04-25,38.983578,0,1
2017-04-26,37.205708,0,1
2017-04-27,37.020313,0,1
2017-04-28,37.222733,0,1
2017-04-29,35.162624,0,1
2017-04-30,33.989723,0,1
2017-05-01,39.22393,0,1
2017-05-02,41.260956,0,1
2017-05-03,43.81144,0,1
2017-05-04,45.1356,0,1
2017-05-05,48.54827,0,1
2017-05-06,43.453285,0,1
2017-05-07,42.224216,0,1
2017-05-08,45.214745,0,1
2017-05-09,45.92451,0,1
2017-05-10,45.82524,0,1
2017-05-11,46.81891,0,1
2017-05-12,43.45059,0,1
2017-05-13,39.054436,0,1
2017-05-14,39.629444,0,1
2017-05-15,42.71504,0,1
2017-05-16,42.143105,0,1
2017-05-17,42.2923,0,1
2017-05-18,44.296204,0,1
2017-05-19,44.94466,0,1
2017-05-20,38.567883,0,1
2017-05-21,38.292824,0,1
2017-05-22,42.230003,0,1
2017-05-23,38.934406,0,1
2017-05-24,36.09226,0,1
2017-05-25,34.824615,0,1
2017-05-26,35.75993,0,1
2017-05-27,33.24357,0,1
2017-05-28,31.67747,0,1
2017-05-29,35.76962,0,1
2017-05-30,36.09675,0,1
2017-05-31,37.487064,0,1
2017-06-01,35.676357,0,1
2017-06-02,35.78449,0,1
2017-06-03,31.963854,0,1
2017-06-04,33.83335,0,1
2017-06-05,36.344303,0,1
2017-06-06,36.841175,0,1
2017-06-07,35.96315,0,1
2017-06-08,35.87612,0,1
2017-06-09,36.012936,0,1
2017-06-10,32.45284,0,1
2017-06-11,33.27406,0,1
2017-06-12,37.741055,0,1
2017-06-13,38.197716,0,1
2017-06-14,39.422115,0,1
2017-06-15,39.413754,0,1
2017-06-16,39.786736,0,1
2017-06-17,35.939377,0,1
2017-06-18,37.117474,0,1
2017-06-19,42.91647,0,1
2017-06-20,43.068726,0,1
2017-06-21,43.660877,0,1
2017-06-22,41.201187,0,1
2017-06-23,41.536316,0,1
2017-06-24,38.37513,0,1
2017-06-25,40.414513,0,1
2017-06-26,46.6387,0,1
2017-06-27,46.914658,0,1
2017-06-28,47.256077,0,1
2017-06-29,46.80742,0,1
2017-06-30,45.527493,0,1
2017-07-01,39.80331,0,1
2017-07-02,39.537983,0,1
2017-07-03,42.66363,0,1
2017-07-04,42.694942,0,1
2017-07-05,41.857937,0,1
2017-07-06,43.733597,0,1
2017-07-07,44.812397,0,1
2017-07-08,41.706715,0,1
2017-07-09,40.229145,0,1
