time_index,values,outlier,series_id
2017-01-01,90.94223,0,1
2017-01-02,96.09591,0,1
2017-01-03,95.96924,0,1
2017-01-04,95.85991,0,1
2017-01-05,95.83119,0,1
2017-01-06,96.95248,0,1
2017-01-07,91.029205,0,1
2017-01-08,0.9746359,1,1
2017-01-09,6.913701,1,1
2017-01-10,6.2468605,1,1
2017-01-11,4.9748282,1,1
2017-01-12,8.292067,1,1
2017-01-13,10.25479,1,1
2017-01-14,7.1903076,1,1
2017-01-15,10.075558,1,1
2017-01-16,16.549133,1,1
2017-01-17,13.751128,1,1
2017-01-18,10.588252,1,1
2017-01-19,9.836695,1,1
2017-01-20,8.07117,1,1
2017-01-21,3.3144548,1,1
2017-01-22,3.5499804,1,1
2017-01-23,97.8596,0,1
2017-01-24,95.88176,0,1
2017-01-25,97.29998,0,1
2017-01-26,94.28345,0,1
2017-01-27,95.22458,0,1
2017-01-28,90.17365,0,1
2017-01-29,92.943855,0,1
2017-01-30,97.90624,0,1
2017-01-31,97.69999,0,1
2017-02-01,97.54347,0,1
2017-02-02,92.89416,0,1
2017-02-03,93.27499,0,1
2017-02-04,87.44185,0,1
2017-02-05,86.46487,0,1
2017-02-06,93.307076,0,1
2017-02-07,96.09491,0,1
2017-02-08,96.06682,0,1
2017-02-09,96.670105,0,1
2017-02-10,96.62922,0,1
2017-02-11,93.32603,0,1
2017-02-12,95.40935,0,1
2017-02-13,103.055786,0,1
2017-02-14,101.80821,0,1
2017-02-15,100.621666,0,1
2017-02-16,103.556145,0,1
2017-02-17,104.99742,0,1
2017-02-18,101.93798,0,1
2017-02-19,105.40198,0,1
2017-02-20,116.864975,0,1
2017-02-21,118.051674,0,1
2017-02-22,119.930626,0,1
2017-02-23,119.345535,0,1
2017-02-24,118.08883,0,1
2017-02-25,111.194336,0,1
2017-02-26,111.808556,0,1
2017-02-27,122.98757,0,1
2017-02-28,122.34323,0,1
2017-03-01,124.326775,0,1
2017-03-02,123.00801,0,1
2017-03-03,127.654816,0,1
2017-03-04,120.68278,0,1
2017-03-05,123.4998,0,1
2017-03-06,130.93579,0,1
2017-03-07,131.28622,0,1
2017-03-08,129.71756,0,1
2017-03-09,130.63104,0,1
2017-03-10,128.00537,0,1
2017-03-11,119.55244,0,1
2017-03-12,120.02168,0,1
2017-03-13,129.03558,0,1
2017-03-14,125.39106,0,1
2017-03-15,123.037025,0,1
2017-03-16,118.42604,0,1
2017-03-17,114.77173,0,1
2017-03-18,108.0097,0,1
2017-03-19,105.3584,0,1
2017-03-20,115.32165,0,1
2017-03-21,111.503494,0,1
2017-03-22,112.797714,0,1
2017-03-23,117.314224,0,1
2017-03-24,116.28003,0,1
2017-03-25,106.39142,0,1
2017-03-26,108.072205,0,1
2017-03-27,115.05262,0,1
2017-03-28,123.14286,0,1
2017-03-29,126.127266,0,1
2017-03-30,127.517586,0,1
2017-03-31,133.30919,0,1
2017-04-01,121.797585,0,1
2017-04-02,122.509995,0,1
2017-04-03,129.91159,0,1
2017-04-04,126.55219,0,1
2017-04-05,123.02544,0,1
2017-04-06,117.11935,0,1
2017-04-07,117.466225,0,1
2017-04-08,111.07945,0,1
2017-04-09,113.95841,0,1
2017-04-10,117.78485,0,1
2017-04-11,116.674095,0,1
2017-04-12,115.50548,0,1
2017-04-13,116.56972,0,1
2017-04-14,117.255585,0,1
2017-04-15,114.10566,0,1
2017-04-16,108.2483,0,1
2017-04-17,113.25833,0,1
2017-04-18,113.53683,0,1
2017-04-19,113.54051,0,1
2017-04-20,116.869804,0,1
2017-04-21,118.876015,0,1
2017-04-22,112.49422,0,1
2017-04-23,110.32817,0,1
2017-04-24,118.19299,0,1
2017-04-25,113.85429,0,1
2017-04-26,113.22666,0,1
2017-04-27,105.88702,0,1
2017-04-28,108.44127,0,1
2017-04-29,105.5243,0,1
2017-04-30,105.890434,0,1
2017-05-01,113.85303,0,1
2017-05-02,112.45041,0,1
2017-05-03,112.74177,0,1
2017-05-04,113.12979,0,1
2017-05-05,115.53411,0,1
2017-05-06,112.33492,0,1
2017-05-07,116.74773,0,1
2017-05-08,128.28444,0,1
2017-05-09,125.51298,0,1
2017-05-10,121.12943,0,1
2017-05-11,116.68277,0,1
2017-05-12,112.1998,0,1
2017-05-13,103.63269,0,1
2017-05-14,105.59256,0,1
2017-05-15,112.975,0,1
2017-05-16,117.2207,0,1
2017-05-17,118.28565,0,1
2017-05-18,119.65122,0,1
2017-05-19,117.21689,0,1
2017-05-20,110.479385,0,1
2017-05-21,111.46325,0,1
2017-05-22,116.91765,0,1
2017-05-23,117.70487,0,1
2017-05-24,119.52464,0,1
2017-05-25,119.68867,0,1
2017-05-26,119.72228,0,1
2017-05-27,115.00444,0,1
2017-05-28,116.73928,0,1
2017-05-29,124.057724,0,1
2017-05-30,122.84693,0,1
2017-05-31,118.836006,0,1
2017-06-01,121.34585,0,1
2017-06-02,123.36316,0,1
2017-06-03,116.53766,0,1
2017-06-04,115.842,0,1
2017-06-05,123.34012,0,1
2017-06-06,121.51358,0,1
2017-06-07,121.25929,0,1
2017-06-08,119.40337,0,1
2017-06-09,120.76434,0,1
2017-06-10,111.759605,0,1
2017-06-11,111.67156,0,1
2017-06-12,119.87021,0,1
2017-06-13,119.04746,0,1
2017-06-14,118.959885,0,1
2017-06-15,118.30331,0,1
2017-06-16,115.93045,0,1
2017-06-17,108.917,0,1
2017-06-18,109.04923,0,1
2017-06-19,118.41606,0,1
2017-06-20,116.35975,0,1
2017-06-21,116.252365,0,1
2017-06-22,112.103905,0,1
2017-06-23,110.66698,0,1
2017-06-24,103.14955,0,1
2017-06-25,101.53922,0,1
2017-06-26,107.10069,0,1
2017-06-27,106.70009,0,1
2017-06-28,105.40801,0,1
2017-06-29,100.90763,0,1
2017-06-30,99.12678,0,1
2017-07-01,94.22766,0,1
2017-07-02,92.63637,0,1
2017-07-03,98.99203,0,1
2017-07-04,100.190414,0,1
2017-07-05,100.49775,0,1
2017-07-06,104.28392,0,1
2017-07-07,104.902084,0,1
2017-07-08,97.76555,0,1
2017-07-09,95.40322,0,1
2017-07-10,99.83411,0,1
2017-07-11,100.22914,0,1
2017-07-12,102.59384,0,1
2017-07-13,102.19901,0,1
2017-07-14,99.95685,0,1
2017-07-15,93.69797,0,1
2017-07-16,92.313,0,1
2017-07-17,99.63811,0,1
2017-07-18,95.60368,0,1
2017-07-19,92.60968,0,1
2017-07-20,92.7403,0,1
2017-07-21,93.42839,0,1
2017-07-22,89.47906,0,1
2017-07-23,88.073456,0,1
2017-07-24,96.23749,0,1
2017-07-25,95.51255,0,1
2017-07-26,96.85159,0,1
2017-07-27,95.53002,0,1
2017-07-28,94.792534,0,1
2017-07-29,87.01815,0,1
2017-07-30,87.88811,0,1
2017-07-31,94.7247,0,1
2017-08-01,97.67842,0,1
2017-08-02,97.67048,0,1
2017-08-03,98.2632,0,1
2017-08-04,102.84228,0,1
2017-08-05,99.45415,0,1
2017-08-06,98.103836,0,1
2017-08-07,104.67631,0,1
2017-08-08,104.97996,0,1
2017-08-09,101.3942,0,1
2017-08-10,101.75804,0,1
2017-08-11,101.36864,0,1
2017-08-12,96.13273,0,1
2017-08-13,95.80679,0,1
2017-08-14,103.27601,0,1
2017-08-15,106.23853,0,1
2017-08-16,104.78506,0,1
2017-08-17,101.06377,0,1
2017-08-18,96.99021,0,1
2017-08-19,92.366585,0,1
2017-08-20,93.55009,0,1
2017-08-21,13.354741,1,1
2017-08-22,12.180748,1,1
2017-08-23,11.572588,1,1
2017-08-24,9.031641,1,1
2017-08-25,8.620246,1,1
2017-08-26,0.8624031,1,1
2017-08-27,3.2384355,1,1
2017-08-28,9.686958,1,1
2017-08-29,11.6186695,1,1
2017-08-30,9.7674,1,1
2017-08-31,101.11174,0,1
2017-09-01,101.55504,0,1
2017-09-02,95.52766,0,1
2017-09-03,96.67071,0,1
2017-09-04,103.39655,0,1
2017-09-05,102.19196,0,1
2017-09-06,100.28948,0,1
2017-09-07,99.29845,0,1
2017-09-08,99.24157,0,1
2017-09-09,91.52554,0,1
2017-09-10,96.600525,0,1
2017-09-11,102.41839,0,1
2017-09-12,100.72704,0,1
2017-09-13,100.426926,0,1
2017-09-14,99.511894,0,1
2017-09-15,96.26852,0,1
2017-09-16,89.259285,0,1
2017-09-17,88.844376,0,1
2017-09-18,93.19593,0,1
2017-09-19,91.07272,0,1
2017-09-20,89.40495,0,1
2017-09-21,91.56191,0,1
2017-09-22,93.56282,0,1
2017-09-23,90.08162,0,1
2017-09-24,93.99474,0,1
2017-09-25,100.65078,0,1
2017-09-26,103.12681,0,1
2017-09-27,104.19863,0,1
2017-09-28,102.956276,0,1
2017-09-29,101.94328,0,1
2017-09-30,93.488335,0,1
2017-10-01,96.15773,0,1
2017-10-02,103.515465,0,1
2017-10-03,104.93836,0,1
2017-10-04,102.922264,0,1
2017-10-05,103.68098,0,1
2017-10-06,103.8878,0,1
2017-10-07,97.22815,0,1
2017-10-08,96.583374,0,1
2017-10-09,101.07249,0,1
2017-10-10,102.78625,0,1
2017-10-11,102.91583,0,1
2017-10-12,102.92136,0,1
2017-10-13,99.63167,0,1
2017-10-14,90.953255,0,1
2017-10-15,89.710464,0,1
2017-10-16,90.673874,0,1
2017-10-17,82.3738,0,1
2017-10-18,78.85209,0,1
2017-10-19,77.16587,0,1
2017-10-20,79.76497,0,1
2017-10-21,72.28736,0,1
2017-10-22,73.60942,0,1
2017-10-23,79.25216,0,1
2017-10-24,79.062965,0,1
2017-10-25,80.39026,0,1
2017-10-26,79.12039,0,1
2017-10-27,81.78701,0,1
2017-10-28,77.18941,0,1
2017-10-29,76.15062,0,1
2017-10-30,79.53999,0,1
2017-10-31,80.45765,0,1
